32x aburner	冲破火网2 (欧洲)
psx cleopatr	埃及艳后俄罗斯 (美国)
psx cleopatrj	埃及艳后俄罗斯 (日本)
psx clocktgh	钟楼：幽灵之首 (日本)
psx clocktow	钟楼惊魂记 (美国)
psx clocktw2	钟楼惊魂2 (美国)
psx clocktw2jd	时钟塔2 (日本, Taikenban)
psx cnc	命令与征服 (美国)
psx cncredal	命令与征服 - 红色警报 (美国)
psx cncretal	终极动员令-红色警报之复仇 (美国)
psx cntenka	代号名称-天下 (美国, v1.1)
psx cntenkaa	代号名称-天下 (美国, v1.0)
psx codebrk	GBA金手指密码工具 (美国)
psx coldblod	冷血 (美国)
psx collslam	大学联盟篮球 (美国)
psx compom	梦幻家园 (日本)
psx compomod	梦幻家园 - 抱紧回忆 (日本)
psx contend2	竞争者2 (美国)
psx contendr	竞争者 (美国)
psx contendrd	竞争者 (美国, 演示版)
psx contradv	魂斗罗 进化 (美国)
psx contralw	魂斗罗：战争的遗产 (美国)
psx coolb2k1	劲爆滑雪2001 (美国)
psx coolb2k1d	劲爆滑雪2001 (美国, 演示版)
psx coolboa2	劲爆滑雪2 (美国)
psx coolboa3	劲爆滑雪3 (美国)
psx coolboa4	劲爆滑雪4 (美国)
psx coolboa4d	劲爆滑雪4 (美国, 演示版)
psx coolboar	劲酷竞技滑雪 (美国)
psx cosmicrc	宇宙种族 (日本)
psx cosmowar	零式武器 (日本)
psx cotsword	星际之剑 (美国)
psx countvmp	世纪末吸血鬼 (美国)
psx courcris	快递小子 (美国)
psx covertop	午夜列车 (美国)
psx crash	古惑狼 (美国)
psx crash2	古惑狼2 (美国)
psx crash3	古惑狼：扭曲 (美国)
psx crashbsh	蛊惑狼嘉年华 (美国)
psx crashbshe	蛊惑狼嘉年华 (欧洲)
psx crashp1	古惑狼 (美国, 原型版, 19960511)
psx crashp2	古惑狼 (美国, 原型版, 19960408)
psx crashp2p	古惑狼2 (美国, 原型版 19970908)
psx creacamp	创意营 (美国)
psx creaisle	创意岛 (美国)
psx creatris	精灵部落：空中之旅 (美国)
psx creaturs	造生物计划 (美国)
psx creavoy	创意旅行社 (美国)
psx crimecr2	罪恶克星：2 (日本)
psx crimekl	犯罪杀手 (美国)
psx crimekld	犯罪杀手 (美国, 演示版)
psx criticom	御意见无用 (美国)
psx croc	超级克拉鳄 (美国)
psx croc2	鳄鱼2 (美国)
psx croc2d	鳄鱼2 (美国, 演示版)
psx crocadv	克拉鳄大冒险 (日本)
psx crocp	超级克拉鳄 (原型版)
psx crocpo	鳄鱼 (早期 原型版)
psx crosscrs	十字危机 (美国)
psx crow	烏鴉 - 天使之城 (美国)
psx crshock	生物冲击 (日本)
psx crtant1k	探侦物语1-后篇 (日本, Major Wave Series)
psx crtdepth	临界深度 (美国)
psx crusader	十字军 (美国)
psx crusmmag	魔法十字军 (美国)
psx crw	反革命战争：机械人大战战棋式经典 (日本)
psx cryptklr	妖霸天下 (美国)
psx cte	午夜列车 (欧洲)
psx ctr	古惑狼赛车 (美国)
psx ctrigger	时空之轮v1.0 (美国, v1.1)
psx ctriggera	时空之轮v1.0 (美国, v1.0)
psx ctrp	古惑狼赛车 (美国, 原型版)
psx ctsubaad	天使之翼 - 新传说的序章 (日本)
psx ctsubaj	天使之翼：通往明天之路 (日本)
psx cubixrob	大家的机器人 (美国)
psx cuonpa	蛙勒酷 (日本)
psx cvaniach	恶魔城年代记 (美国)
psx cvspro	卡普空对SNK (美国)
psx cwars	殖民地战争 (美国)
psx cwarsrs	殖民地战争3：红色太阳 (美国)
psx cwarsvng	殖民地战争：复仇 (美国)
psx cwarsvngd	殖民地战争：复仇 (美国, 演示版)
psx cyberemp	机械帝国 (日本)
psx cyberia	生化悍将 (美国)
psx cybsled	究极坦克 (美国)
psx cybspeed	网络速度 (美国, v1.1)
psx cybspeeda	网络速度 (美国, v1.0)
psx cybtiger	电子老虎伍兹高尔夫 (美国)
psx d	D之食卓 (美国)
psx daikogdn	大航海时代外传 (日本)
psx daikok2	大航海时代 2 (日本)
psx dakar97j	达喀尔拉力赛97 (日本)
psx dancblad	任性桃天使 (日本)
psx dancbld2	任性桃天使 2 - 伊甸之淚 (日本)
psx dangan	弹丸 (日本)
psx dangergl	危险女孩 (美国)
psx dballgt	龙珠：决战最终回合 (美国)
psx dboxing	火爆拳击 (日本)
psx dbzub22	七龙珠Z-真武斗传22 (美国)
psx dbzub22j	龙珠Z：伟大龙珠传说 (日本)
psx ddd3d	大越野3D (美国)
psx dderby	毁灭大赛车 (美国)
psx dderby2	毁灭大赛车2 (美国)
psx dderby2j	毁灭大赛车2 (日本)
psx dderbyrw	毁灭赛车 (美国)
psx ddr	劲舞革命 (美国)
psx ddr5m	勁舞革命 5 (日本)
psx ddrbh	劲舞革命：最佳精选 (日本)
psx ddrdm	跳舞机：迪斯尼 (美国)
psx ddrdmp	跳舞机：迪斯尼 (盗版)
psx ddrextm	劲舞革命：特别版 (日本)
psx ddrkonam	跳舞机Konamix (美国)
psx deadball	机器人手球大赛 (美国)
psx deadlysk	致命的天空 (日本)
psx deathtrp	伊恩斯通死地地牢 (美国)
psx deathwng	死亡之翼 (日本)
psx decept3	苍魔灯 (美国)
psx deflight	未来赛车 (日本)
psx demracer	毁灭赛车 (美国)
psx dendaisu	最爱电车 (日本)
psx dendoh	电童 (日本)
psx depth	海渊 (日本)
psx derbyjoc	德贝赛马2001 (日本)
psx descent	黑暗侵袭 (美国)
psx descentj	黑暗侵袭 (日本)
psx descntmx	黑暗侵袭2 (美国)
psx destrega	军马 (美国)
psx devicere	危机世代 (日本)
psx devildce	魔鬼骰子 (美国)
psx dezaekid	描绘卫门小子 (日本)
psx dezaepls	描绘卫门强化版 (日本)
psx dforceuw	三角洲部队：城市战争 (美国)
psx dgntales	龙的传说 (美国)
psx dheart	龙之心：火与钢 (美国)
psx diablo	暗黑破坏神 (美国)
psx diablop	暗黑破坏神 (原型版)
psx diehard2	虎胆龙威2：狂扫拉斯维加斯 (美国)
psx diehardt	虎胆龙威v1.0 (美国, v1.1)
psx diehardta	虎胆龙威v1.0 (美国, v1.0)
psx digicall	棒球联盟 (日本)
psx digidcb	数码暴龙：卡片战斗 (美国)
psx digiprk	儿童剧场-数码暴龙公园 (日本)
psx digirmbl	格斗数码暴龙 (美国)
psx digitte	數碼暴龍 - 格鬥進化 (日本)
psx digiwld	数码暴龙世界 (美国)
psx digiwld2	数码宝贝世界2 (美国)
psx digiwld3	数码暴龙世界3 (美国)
psx digiwldj	数码暴龙世界 (日本)
psx dinocris	恐龙危机 (美国, v1.1)
psx dinocrisa	恐龙危机 (美国, v1.0)
psx dinocrisd	恐龙危机 (美国, 演示版)
psx dinocrs2	恐龙危机2 (美国)
psx dinosaur	迪士尼的恐龙 (美国)
psx dirtjock	挖土机：大机器操作员 (美国)
psx discwrl2	碟形世界2：死亡字节 (美国)
psx discwrld	泰瑞普莱契的碟形世界 (美国)
psx diskitch	我的迪斯尼厨房 (美国)
psx disruptr	心灵异能 (美国)
psx ditw	水中亡灵 (美国)
psx divide	鸿沟 (美国)
psx dknight4	龙骑士 4 (日本)
psx dknightg	龍騎士之榮光 (日本)
psx dlconfl	暗日 (美国)
psx doa	生死格斗 (美国)
psx dogmastr	养狗大师 (日本)
psx dokishut	心跳最佳镜头-组合恋爱拼图 (日本)
psx dokomade	青空 (日本, Limited Edition)
psx dokyumj	同级生麻将 (日本)
psx dokyuse2	同级生 2 (日本)
psx dolphdrm	海豚梦 (日本)
psx donpachi	首领蜂 (日本)
psx doom	DOOM-毁灭战士 (美国)
psx doraemn2	机器猫2：童话之国 (日本)
psx doraemon	小叮当-野比与复活之星 (日本)
psx doubledr	双截龙 (日本)
psx dracula	吸血鬼德古拉：魔体复活 (美国)
psx dracula2	吸血鬼德古拉：最终圣坛 (美国)
psx drgmoney	黄金之龙 (日本)
psx drgnseed	最终进化形态 (美国)
psx driver	驾驶员 (美国, v1.1)
psx driver2	车神2v1.0 (美国, v1.1)
psx driver2a	车神2v1.0 (美国, v1.0)
psx driver2d	车神2v1.0 (美国, 演示版)
psx drivera	驾驶员 (美国, v1.0)
psx driverd	驾驶员 (美国, 演示版)
psx driverp	驾驶员 (原型版 演示版)
psx drkstone	黑暗之石-邪恶统治 (美国)
psx drslump	阿拉蕾 (日本)
psx dsfdct	劲爆热舞-美梦成真 (日本)
psx dsftkd	劲爆热舞 - 终极真实之吻 (日本)
psx dsoc2k2	火爆足球2002 (日本)
psx dsoc2k4	火爆足球2004最终版 (日本)
psx dstlk	恶魔战士 (美国)
psx dstlk3	魔域幽灵3 (美国)
psx ducatiw	杜卡迪摩托世界 (美国)
psx dukenklb	毁灭公爵：宝贝们的领地 (美国)
psx dukenktk	毁灭公爵：杀戮时刻 (美国)
psx dukenktkd	毁灭公爵：杀戮时刻 (美国, 演示版)
psx dukenktm	毁灭公爵：熔 (美国)
psx dune2000	沙丘2000 (美国)
psx dvalor	龙之勇士 (美国)
psx dvalorj	龙之勇士 (日本)
psx dwarr7	勇者斗恶龙VII (美国)
psx dxjinse4	DX人生游戏IV (日本)
psx dxmonopl	地产大亨DX (日本)
psx dxokumn2	DX亿万长者2-金钱战争 (日本)
psx dxshacho	社长游戏 (日本)
psx dynwarr	真三国无双 (美国)
psx eagle1	壮志凌云 (美国)
psx easbk2k	超级摩托车2000 (美国)
psx easterbn	复活节兔子的大日子 (美国)
psx easupx	EA体育越野狂飙 (美国)
psx easupx2k	EA体育越野狂飙2000 (美国)
psx echonght	回声之夜 (美国)
psx ecwar	ECW混沌摔角 (美国)
psx ecwhr	ECW极端职业摔跤锦标赛 (美国)
psx edemo68	欧洲演示68 (欧洲)
psx eggsteel	鸡蛋人 (美国)
psx ehrgeiz	神佑擂台 (美国)
psx eidoscd	Eidos体验版Vol.3 (美国)
psx eisei	永世名人 (日本)
psx eldorado	黄金与荣耀-黄金国之路 (美国)
psx eldrgate	亘古之门 (日本)
psx elemgear	幻世虚构：精灵机导弹 (美国)
psx eliminat	巡航 (美国)
psx elmolett	芝麻街：埃尔莫的字母冒险 (美国)
psx elmonumb	芝麻街：埃尔莫的旅程 (美国)
psx emmyrea	艾蜜丽亚 (日本)
psx emperor	变身国王 (美国)
psx endsectr	结束之地 (日本)
psx enigma	密码 (日本)
psx eos	EOS - 天空之刃 (日本)
psx epicastl	圣剑巨人 (日本)
psx epidemic	病毒 (美国)
psx eqshowc	马术展示 (美国)
psx eretzvaj	封神领域 (日本)
psx erutoria	小小王国奥托利亚 (日本)
psx escaflwn	天空聖戰記 (日本, Limited Edition)
psx espnmls	ESPN美国职业足球大联盟：游戏夜 (美国)
psx espnxtrm	ESPN滑板 (美国)
psx estleia	异世界传说 (日本)
psx etereden	悠久伊甸园 (日本)
psx eterneye	悠久之瞳 (美国)
psx etim	ET外星人：星际任务 (美国)
psx eve0	夜行侦探-零 (日本)
psx evergren	长荣大道 (日本)
psx evetfa	夜行侦探：危机四起 (日本)
psx evildead	恶魔之死国王万岁 (美国)
psx evilzone	封神领域 (美国)
psx evryglf2	大众高尔夫2 携带版 (欧洲)
psx exc2555	剑2555 (美国)
psx excitbas	刺激钓鱼 (日本)
psx excitbs2	刺激钓鱼2 (日本)
psx exgokart	极限卡丁车赛车 (美国)
psx expendbl	敢死队 (美国)
psx expert	射手 (日本)
psx extpinb	极限弹球 (美国)
psx f1	一级方程式 (美国, v1.1)
psx f1_2k	F1赛车2000 (美国)
psx f1_98	F1赛车98 (美国)
psx f1a	一级方程式 (美国, v1.0)
psx f1ce	F1赛车锦标赛 (美国)
psx f1cs2k	F1一级方程式锦标赛2000赛季 (美国)
psx f1cs2ke	F1一级方程式锦标赛2000赛季 (欧洲)
psx f1rc	F1一级方程式锦标赛 (美国)
psx f1wgp	F1赛车世界大赛 (美国)
psx f1wgp99	世界F1赛车1999 (美国)
psx fadeblck	黑色爆潮 (美国)
psx fairelng	益智游戏：语言艺术 (美国)
psx fairemth	益智游戏：数学 (美国)
psx famcardg	家庭卡牌游戏 (美国)
psx famconn	家庭关系 (美国)
psx famfeud	家庭斗争 (美国)
psx famgampk	家庭装游戏合集 (美国)
psx famidiam	跳棋 (日本)
psx fant4	神奇四侠 (美国)
psx farland	古大陆物语 (日本)
psx farsagat	剑士法兰多-时之道标 (日本)
psx fatfurwa	饿狼传说野望 (美国)
psx favodenk	天使之爱-圆环物语 (日本)
psx fbait	渔夫的诱饵 (美国)
psx fbait2	渔夫的诱饵2 (美国)
psx fcircus	F1方程式赛车 (日本)
psx fearfx	恐惧反应 (美国)
psx fearfx2	恐惧反应2 (美国, v1.1)
psx fearfx2a	恐惧反应2 (美国, v1.0)
psx feda2	正義之紋章 2 (日本)
psx fel1179	重罪11-79 (美国)
psx ffant	最终幻想1 (日本)
psx ffant2	最终幻想2 (日本)
psx ffant4	最终幻想4v1.0 (美国, v1.1)
psx ffant4a	最终幻想4v1.0 (美国, v1.0)
psx ffant5	最终幻想5v1.0 (美国, v1.1)
psx ffant5a	最终幻想5v1.0 (美国, v1.0)
psx ffant6	最终幻想6v1.0 (美国, v1.1)
psx ffant6a	最终幻想6v1.0 (美国, v1.0)
psx ffant7	最终幻想7 (美国)
psx ffant8	太空战士8 (美国)
psx ffant8e	太空战士8 (欧洲, 澳大利亚)
psx ffant9	最终幻想9 (美国, v1.1)
psx ffant9a	最终幻想9 (美国, v1.0)
psx ffantact	最终幻想战略版 (美国)
psx ffantxc	最终幻想：附加收藏版 (日本)
psx fforce	格斗力量v1.0 (美国, v1.2)
psx fforce2	格斗力量2 (美国)
psx fforcea	格斗力量v1.0 (美国, v1.1)
psx fforceb	格斗力量v1.0 (美国, v1.0)
psx fforig	最终幻想：起源v1.1 (美国, v1.1)
psx fforiga	最终幻想：起源v1.1 (美国, v1.0)
psx fgpunei2	世界方程式錦標賽 1997 - 團隊運營 2 (日本)
psx fifa2k	2000国际足联足球大联盟 (美国)
psx fifa2k1	FIFA足球2000-美联赛 (美国)
psx fifa2k2	FIFA世界足球2002 (美国)
psx fifa2k2w	2002年世界杯足球赛 (美国)
psx fifa2k3	FIFA足球2003 (美国)
psx fifa2k4	FIFA足球2004 (美国)
psx fifa2k5	FIFA足球2005 (美国)
psx fifa96	FIFA足球96 (美国)
psx fifa97	FIFA'97 (美国)
psx fifa98	FIFA98：世界杯之路 (美国)
psx fifa99	FIFA足球99 (美国)
psx fightmkr	格斗游戏梦工厂 (美国)
psx finalrnd	拳击决赛 (美国)
psx findoom	终极毁灭公爵 (美国)
psx findoomj	终极毁灭公爵 (日本)
psx firebugs	萤火虫 (欧洲)
psx firemen2	救火英雄2-皮特&丹尼 (日本)
psx fireprog	热血职业摔跤Gv1.0 (日本) (v1.1)
psx firewomn	救火女郎缠组 (日本)
psx fisheye2	鱼之眼2 (日本)
psx fishroad	渔夫之路 (日本)
psx fist	拳头 (日本)
psx floatrun	漂浮战士：寻找七水晶 (美国)
psx fone2k	一级方程式赛车2000 (美国)
psx fone99	F1赛车99 (美国)
psx fordrac	福特赛车 (美国)
psx fordtrkm	福特卡车大赛 (美国)
psx forsaken	抛弃 (美国)
psx foxglf99	福克斯体育高尔夫99 (美国)
psx foxhunt	猎狐 (美国)
psx foxjunct	狡黠猎人 (日本)
psx foxsoc99	福克斯体育足球99 (美国)
psx fqueen4	魔域传说IV波斯战记 (日本)
psx freebd99	自由泳板 (美国)
psx freemx	越野摩托：麦格拉思对帕斯特拉纳 (美国)
psx frisktom	活泼的汤姆 (日本, Major Wave Serie)
psx frogger	青蛙过街 (美国)
psx frogger2	蛙过河2：沼泽复仇记 (美国)
psx frontmis	前线任务 (日本)
psx frontms3	雷霆任务3 (美国)
psx frontms3e	雷霆任务3 (欧洲, 原型版 20000616)
psx fround	终极之拳 (日本)
psx ftimpact	格斗冲击 (日本)
psx futurcop	未来战警 (美国)
psx futurcopd	未来战警 (美国, 演示版)
psx fuuraiki	风雨来记 (日本)
psx gadgmaze	神探加杰特 (美国)
psx gakkoats	学校恐怖事件 (日本)
psx gakkokow	校园怪谈-花子传说 (日本)
psx gakuensa	星之丘学园物语：学园祭 (日本)
psx galagade	大蜜蜂-目标地球 (美国)
psx galax999	松本零士999 〜Story of Galaxy Express999 〜 (日本)
psx galaxyfg	银河快打 (日本)
psx galeoz	加尔奥兹 (日本)
psx galerian	格莱雷恩 (美国)
psx gamera2k	加美拉2000 (日本)
psx gametng2	加油！游戏天国2 (日本)
psx gangwaym	对战怪兽 (日本)
psx gaogaigr	勇者王 (日本)
psx gaorangr	百兽战队 (日本)
psx gasaraki	战术装甲惯例饿沙罗鬼 (日本)
psx gatekeep	地球捍卫者 (日本)
psx gauntleg	魔域神兵 (美国)
psx gbattle6	SD英雄挑战VI (日本)
psx gcrusade	守护者的十字军东征 (美国)
psx gdarius	决战时空要塞G (美国)
psx gegege	鬼太郎-诅咒之肉人形馆 (日本)
psx gekido	截拳道：城市打手 (美国)
psx gekioh	击王：紫炎龙 (美国)
psx gekiohj	撃王 紫炎龍 (日本)
psx genchohi	苍狼与白鹿-元朝秘史 (日本)
psx geneitou	幻影鬥技 (日本)
psx geomcube	立体方块 (美国)
psx geppyx	70年代机器人 Geppy-X (日本)
psx gex	杰克龙 (美国)
psx gex2	蜥蜴 (美国)
psx gex3	蜥蜴3 (美国)
psx ggear	罪恶装备 (美国, v1.0)
psx ggearj	罪恶装备 (日本)
psx ggoemoed	大盗伍佑卫门-大江户大回转 (日本)
psx ggoemuka	大盗伍佑卫门：宇宙海贼阿古大王 (日本)
psx ghlpanic	趣味射击 鬼屋历险 (欧洲)
psx gijock2k	G1骑师 2000 (日本)
psx gingaed	银河英雄传说 (日本)
psx gits	攻壳机动队 (美国)
psx glintglt	闪耀大冒险 (日本)
psx globldom	全球统治 (美国, 原型版)
psx glover	格洛弗 (美国)
psx glprac2k	疾驰赛马2000 (日本)
psx glpracr	风速神驹 (美国)
psx goalst97	进球风暴97 (美国)
psx goalstrm	世界足球 世界足球竞赛 (美国)
psx goemnsss	大盗伍佑卫门：新世代袭名 (日本)
psx gogosndy	咕！咕！声 (日本)
psx goinquak	迪士尼唐老鸭 (美国)
psx gokuden	悟空传说 (日本)
psx gokunind	风云悟空忍传 (日本)
psx gol	游戏人生 (美国)
psx goldntee	彼得·雅各布森高尔夫 (美国)
psx goldnugg	黄金赌场 (美国)
psx gomuyo2	御意见无用2 (日本)
psx goofyfh	迪斯尼有趣的游乐园 (美国)
psx googol1a	秘密的数1a (美国)
psx googol1b	秘密的数1b (美国)
psx googol2a	秘密的数2a (美国)
psx googol2b	秘密的数2b (美国)
psx googol3	秘密的数3 (美国)
psx gothamrc	蝙蝠侠：高谭市赛车 (美国)
psx gowcaizr	超人学園GOWCAIZER (日本)
psx gpolice	特警雄鹰 (美国)
psx gpolicej	特警雄鹰 (日本)
psx gpolwoj	特警雄鹰：司法武器 (美国)
psx gradiusg	宇宙巡航机外传 (日本) (v1.1)
psx grandia	格兰蒂亚 (美国)
psx grandslm	大满贯 (美国)
psx granstrm	浮游島傳說 (美国)
psx gridrun	网栅 (美国)
psx grinch	鬼灵精/圣诞怪杰 (美国)
psx grindses	花式滑板 (美国)
psx grindsesd	花式滑板 (美国, 演示版)
psx gritz	金字塔之旅 (日本)
psx groovejv	电击地狱5 (日本)
psx growlans	梦幻骑士 (日本)
psx grudgewr	咒怨勇士 (美国)
psx gt1	GT赛车 (美国, v1.1)
psx gt1a	GT赛车 (美国, v1.0)
psx gt1e	GT赛车 (欧洲)
psx gt2	GT赛车 2 (美国, v1.2)
psx gt2a	GT赛车 2 (美国, v1.1)
psx gt2b	GT赛车 2 (美国, v1.0)
psx gt2e	GT赛车 2 (欧洲)
psx gta	侠盗猎车手 (美国)
psx gta2	侠盗猎车手2 (美国)
psx gta2e	侠盗猎车手2 (欧洲, 修订版 1)
psx gtd	GT赛车 (美国, 演示版)
psx gtrac98	大旅游赛车98 (美国)
psx gtrfrk2m	疯狂吉他手 2 (日本)
psx gubble	霹雳小子 (美国)
psx gunbird	魔镜争霸战 (日本)
psx gundbas2	高达格斗2 (美国)
psx gundbass	高达格斗 (美国)
psx gunfight	西部神枪手：杰西詹姆斯传奇 (美国)
psx gunnersh	银河快枪手 (日本)
psx gunship	武装直升机 (美国)
psx guybrav2	雷弩机兵2 (日本)
psx haishin2	牌神2 (日本)
psx hanabifn	花火 (日本)
psx happyhtl	快乐酒店 (日本)
psx happyslv	南岛寻宝队 (日本)
psx hardbal5	硬式棒球5 (美国)
psx hardbl99	硬式棒球99 (美国)
psx hardboil	辣手神探 (日本)
psx harikeng	忍風戰隊 (日本)
psx harmpark	有害公园 (日本)
psx harukaby	遥远的时空中-盘上游戏 (日本, Premium Box)
